attendance,current_test_score,current_assignment_score,previous_test_score,previous_assignment_score,fees,gender,dropout_target
68,64,47,63,60,Unpaid,Male,Medium Risk
91,64,62,60,52,Unpaid,Male,Low Risk
70,72,64,81,72,Paid,Male,Low Risk
37,47,59,59,54,Unpaid,Male,High Risk
62,45,47,53,46,Paid,Male,Low Risk
45,47,51,51,61,Paid,Male,High Risk
40,54,65,56,58,Paid,Male,Medium Risk
47,59,43,61,61,Unpaid,Female,High Risk
62,54,62,57,58,Paid,Male,Low Risk
40,66,51,72,57,Paid,Female,Medium Risk
41,45,63,47,58,Paid,Male,High Risk
73,49,55,54,57,Unpaid,Female,Medium Risk
80,78,82,83,67,Unpaid,Male,Low Risk
62,62,65,47,56,Paid,Male,Low Risk
56,57,58,54,51,Unpaid,Female,Medium Risk
79,67,82,54,64,Paid,Male,Low Risk
50,48,60,61,45,Paid,Female,Medium Risk
69,81,62,63,56,Paid,Female,Low Risk
58,59,62,47,53,Unpaid,Male,Medium Risk
66,49,55,46,56,Paid,Male,Medium Risk
72,61,56,48,56,Paid,Female,Low Risk
54,50,48,30,45,Unpaid,Male,High Risk
56,69,76,64,68,Unpaid,Male,Low Risk
33,32,44,36,47,Paid,Male,High Risk
74,65,66,67,60,Paid,Male,Low Risk
81,80,68,87,68,Paid,Female,Low Risk
67,50,61,44,47,Paid,Female,Medium Risk
57,50,53,41,39,Paid,Male,Medium Risk
50,36,33,43,47,Paid,Female,High Risk
56,52,55,47,48,Paid,Male,Medium Risk
60,64,45,66,49,Unpaid,Male,Medium Risk
65,65,52,53,40,Unpaid,Female,Medium Risk
35,45,63,65,65,Paid,Female,Medium Risk
53,50,33,44,21,Paid,Male,High Risk
71,58,55,47,42,Paid,Female,Low Risk
64,51,59,53,53,Paid,Female,Medium Risk
48,53,61,57,47,Paid,Male,Medium Risk
69,42,28,45,41,Paid,Female,Medium Risk
53,50,48,42,50,Unpaid,Female,High Risk
74,67,57,71,59,Unpaid,Male,Low Risk
48,61,47,45,56,Paid,Female,Medium Risk
32,37,25,35,34,Paid,Male,High Risk
32,49,39,47,49,Paid,Male,High Risk
60,67,70,70,81,Paid,Male,Low Risk
55,64,58,46,33,Unpaid,Male,Medium Risk
47,34,50,40,47,Paid,Male,High Risk
67,57,52,71,64,Paid,Male,Low Risk
68,54,49,44,46,Paid,Male,Low Risk
76,53,70,51,70,Unpaid,Female,Medium Risk
79,68,64,54,63,Unpaid,Male,Low Risk
78,64,59,45,52,Paid,Female,Low Risk
45,35,44,51,32,Unpaid,Female,High Risk
63,66,75,64,76,Paid,Male,Low Risk
75,57,43,47,24,Unpaid,Female,Medium Risk
71,56,46,53,54,Paid,Female,Low Risk
40,37,22,32,28,Unpaid,Female,High Risk
65,41,41,38,46,Unpaid,Female,High Risk
83,75,84,87,87,Unpaid,Female,Low Risk
37,38,31,41,38,Paid,Female,High Risk
24,43,54,37,47,Paid,Female,High Risk
71,62,61,64,60,Paid,Male,Low Risk
56,74,64,69,51,Paid,Female,Low Risk
70,64,54,61,54,Paid,Female,Low Risk
36,39,39,25,31,Paid,Male,High Risk
61,53,59,46,51,Paid,Female,Low Risk
58,64,62,49,54,Paid,Male,Low Risk
45,50,55,55,50,Unpaid,Male,High Risk
59,57,49,55,47,Paid,Male,Medium Risk
76,66,67,75,71,Paid,Male,Low Risk
44,46,52,50,37,Paid,Female,High Risk
64,71,60,74,60,Unpaid,Male,Low Risk
46,34,37,37,50,Paid,Female,High Risk
55,47,66,48,55,Paid,Female,Low Risk
51,26,25,38,33,Paid,Male,High Risk
55,69,59,67,61,Unpaid,Female,Medium Risk
29,48,39,46,57,Paid,Male,High Risk
39,33,36,25,27,Paid,Male,High Risk
39,54,66,49,58,Unpaid,Male,High Risk
57,46,59,42,63,Paid,Male,Medium Risk
72,64,60,51,57,Unpaid,Male,Medium Risk
53,43,41,27,44,Unpaid,Male,High Risk
65,52,48,43,43,Paid,Female,Low Risk
33,53,60,50,54,Paid,Male,High Risk
60,67,62,59,50,Paid,Female,Low Risk
64,62,56,46,50,Unpaid,Female,Medium Risk
60,58,67,54,56,Paid,Female,Medium Risk
34,40,44,42,48,Paid,Male,High Risk
46,41,49,35,36,Paid,Male,High Risk
44,65,53,61,79,Paid,Male,Medium Risk
47,46,55,47,51,Paid,Female,Medium Risk
41,60,56,57,47,Unpaid,Male,High Risk
57,66,64,43,71,Paid,Male,Low Risk
50,58,52,68,70,Paid,Female,Low Risk
41,31,32,26,43,Paid,Female,High Risk
69,72,67,51,62,Unpaid,Male,Low Risk
45,38,44,42,43,Unpaid,Female,High Risk
63,55,42,65,54,Paid,Male,Low Risk
66,66,53,88,57,Unpaid,Male,Low Risk
69,58,57,71,59,Unpaid,Male,Medium Risk
74,73,56,65,50,Paid,Female,Low Risk
65,67,57,61,49,Paid,Male,Low Risk
53,66,63,57,44,Paid,Female,Medium Risk
49,52,47,50,52,Paid,Female,Medium Risk
38,52,66,48,47,Paid,Female,Medium Risk
44,58,53,64,70,Unpaid,Male,Medium Risk
58,67,64,52,60,Paid,Male,Medium Risk
42,68,83,65,69,Paid,Female,Medium Risk
39,36,15,58,59,Paid,Male,High Risk
77,66,57,64,61,Paid,Female,Low Risk
61,62,64,64,49,Paid,Male,Medium Risk
49,32,32,30,41,Unpaid,Female,High Risk
62,50,70,63,66,Paid,Male,Low Risk
53,62,70,54,47,Paid,Male,Low Risk
51,64,48,74,67,Paid,Female,Medium Risk
65,55,51,61,43,Unpaid,Female,Medium Risk
74,59,52,74,67,Unpaid,Male,Low Risk
31,54,50,61,59,Paid,Male,High Risk
52,57,37,49,40,Paid,Female,Medium Risk
39,66,78,69,78,Unpaid,Female,Medium Risk
67,58,56,57,64,Paid,Male,Low Risk
48,54,49,52,60,Unpaid,Male,High Risk
58,39,45,35,31,Paid,Male,Medium Risk
53,69,69,71,78,Paid,Male,Low Risk
74,50,57,43,52,Paid,Female,Low Risk
42,50,30,52,31,Paid,Female,High Risk
65,78,79,76,51,Paid,Female,Low Risk
67,62,47,66,52,Paid,Female,Low Risk
52,70,71,61,68,Unpaid,Female,Medium Risk
54,47,44,44,63,Paid,Female,Medium Risk
50,53,48,45,44,Paid,Male,Medium Risk
51,48,51,35,42,Paid,Female,Medium Risk
49,32,27,21,37,Paid,Male,High Risk
69,71,59,57,59,Paid,Female,Low Risk
53,48,55,42,49,Paid,Female,Medium Risk
63,63,61,50,54,Paid,Male,Low Risk
51,54,59,48,52,Paid,Male,Medium Risk
53,41,45,37,55,Unpaid,Male,High Risk
48,53,55,50,58,Paid,Female,Medium Risk
70,66,59,51,51,Paid,Male,Low Risk
50,63,43,62,52,Unpaid,Male,High Risk
45,46,61,33,48,Paid,Male,High Risk
26,11,17,20,28,Unpaid,Female,High Risk
65,54,72,45,50,Paid,Female,Low Risk
45,44,42,41,53,Paid,Female,High Risk
69,63,77,48,60,Unpaid,Female,Medium Risk
33,38,31,26,32,Paid,Female,High Risk
30,52,54,52,55,Paid,Male,High Risk
27,50,57,44,77,Paid,Female,High Risk
82,79,71,82,74,Paid,Female,Low Risk
76,86,78,73,60,Paid,Male,Low Risk
36,58,71,64,76,Unpaid,Male,Medium Risk
41,51,40,58,53,Unpaid,Male,High Risk
38,32,38,33,38,Unpaid,Male,High Risk
75,70,62,65,59,Unpaid,Male,Medium Risk
37,45,45,42,59,Paid,Female,High Risk
60,63,51,67,62,Paid,Female,Low Risk
41,35,43,44,37,Paid,Female,High Risk
69,60,63,60,62,Paid,Female,Low Risk
53,59,71,58,60,Paid,Female,Medium Risk
85,67,73,69,69,Paid,Male,Low Risk
82,61,61,68,56,Unpaid,Male,Low Risk
68,60,62,50,64,Paid,Female,Low Risk
41,48,34,43,29,Paid,Male,High Risk
82,70,64,68,63,Unpaid,Female,Low Risk
22,44,38,54,65,Paid,Female,High Risk
54,77,57,61,47,Paid,Female,Low Risk
44,46,44,60,55,Unpaid,Female,High Risk
45,55,50,55,53,Unpaid,Male,High Risk
28,49,61,57,63,Paid,Female,High Risk
48,54,58,58,54,Unpaid,Male,Medium Risk
40,32,30,42,36,Paid,Male,High Risk
49,64,62,61,57,Unpaid,Female,Medium Risk
49,60,55,45,45,Unpaid,Male,High Risk
58,61,50,74,44,Unpaid,Female,Medium Risk
46,50,63,43,49,Unpaid,Male,High Risk
61,41,48,44,63,Paid,Male,Medium Risk
38,48,62,63,49,Paid,Female,Medium Risk
40,51,39,57,42,Paid,Female,Medium Risk
33,58,66,37,61,Paid,Male,Medium Risk
47,48,45,44,35,Paid,Male,Medium Risk
49,49,48,30,36,Unpaid,Male,High Risk
41,38,39,41,54,Unpaid,Female,High Risk
57,76,85,75,61,Unpaid,Female,Low Risk
53,51,47,42,33,Paid,Female,Medium Risk
40,38,42,53,53,Unpaid,Female,High Risk
37,34,34,33,34,Paid,Female,High Risk
55,63,57,49,54,Paid,Male,Medium Risk
80,80,75,79,70,Paid,Male,Low Risk
51,56,68,42,65,Paid,Female,Medium Risk
46,48,50,39,18,Paid,Male,High Risk
75,59,40,67,44,Paid,Female,Low Risk
49,60,66,70,65,Paid,Female,Medium Risk
56,65,57,46,57,Paid,Female,Low Risk
51,55,66,65,69,Paid,Male,Low Risk
55,52,57,41,53,Paid,Male,Medium Risk
68,42,60,44,47,Unpaid,Male,Medium Risk
31,49,55,46,49,Paid,Male,High Risk
72,62,67,71,70,Unpaid,Female,Medium Risk
56,52,73,57,76,Paid,Female,Low Risk
50,65,64,66,61,Paid,Female,Low Risk
64,61,47,47,48,Paid,Male,Low Risk
32,32,19,32,20,Paid,Male,High Risk
69,60,61,52,63,Paid,Female,Low Risk
39,39,42,40,42,Paid,Female,Medium Risk
43,32,41,47,45,Paid,Female,High Risk
59,51,46,60,50,Paid,Female,Low Risk
49,43,57,54,57,Paid,Female,Medium Risk
72,67,50,52,49,Paid,Male,Low Risk
80,65,71,54,58,Unpaid,Female,Low Risk
60,73,47,64,46,Paid,Female,Low Risk
47,61,61,50,42,Paid,Male,Medium Risk
40,28,39,55,36,Unpaid,Female,High Risk
71,64,60,77,71,Unpaid,Female,Low Risk
48,52,54,72,58,Paid,Female,Medium Risk
70,71,56,55,43,Unpaid,Female,Medium Risk
37,45,43,47,42,Paid,Female,High Risk
36,45,56,34,38,Unpaid,Female,High Risk
63,61,60,53,68,Unpaid,Male,Medium Risk
70,52,50,71,65,Paid,Female,Medium Risk
37,46,54,51,68,Paid,Male,High Risk
47,28,42,20,36,Paid,Female,High Risk
70,49,37,50,53,Paid,Male,Medium Risk
77,70,63,76,72,Unpaid,Female,Low Risk
64,57,73,62,70,Paid,Male,Low Risk
43,45,52,40,44,Paid,Female,High Risk
67,62,52,58,61,Paid,Female,Low Risk
69,61,59,56,55,Paid,Female,Low Risk
62,67,54,65,56,Unpaid,Male,Medium Risk
68,65,63,58,69,Paid,Male,Low Risk
45,53,52,52,62,Paid,Male,Medium Risk
24,43,32,56,34,Paid,Male,High Risk
53,54,38,62,36,Paid,Male,Medium Risk
61,69,77,77,66,Paid,Male,Low Risk
79,68,51,59,59,Paid,Female,Low Risk
87,71,74,53,55,Paid,Male,Low Risk
41,34,30,43,59,Paid,Female,High Risk
54,49,49,45,41,Paid,Female,Medium Risk
63,72,75,68,86,Unpaid,Female,Medium Risk
72,67,63,52,67,Unpaid,Female,Low Risk
29,39,36,37,38,Paid,Female,High Risk
79,71,50,67,47,Paid,Female,Low Risk
58,59,48,43,41,Paid,Male,Medium Risk
79,49,66,57,53,Unpaid,Female,Low Risk
58,61,50,32,28,Paid,Female,Medium Risk
58,55,60,30,54,Unpaid,Female,Medium Risk
69,57,48,43,55,Unpaid,Male,Medium Risk
63,54,57,47,62,Paid,Female,Low Risk
30,52,53,58,60,Paid,Male,Medium Risk
68,62,73,64,65,Paid,Male,Low Risk
47,44,33,19,32,Paid,Female,High Risk
52,24,28,22,35,Unpaid,Female,High Risk
46,48,40,64,39,Unpaid,Male,High Risk
50,61,48,46,48,Paid,Female,Medium Risk
47,45,45,36,41,Paid,Male,Medium Risk
71,65,68,64,56,Unpaid,Male,Low Risk
52,46,51,55,49,Unpaid,Male,High Risk
47,71,63,74,75,Paid,Female,Low Risk
60,46,34,43,44,Unpaid,Female,Medium Risk
41,54,57,49,55,Paid,Female,Medium Risk
42,29,37,31,29,Unpaid,Male,High Risk
56,58,47,48,45,Paid,Male,Medium Risk
70,63,60,64,57,Unpaid,Female,Low Risk
72,79,62,67,53,Paid,Female,Low Risk
67,65,59,58,56,Paid,Female,Low Risk
46,51,61,59,50,Unpaid,Male,High Risk
45,41,50,32,27,Paid,Male,High Risk
36,55,54,48,63,Unpaid,Female,High Risk
47,42,48,43,51,Paid,Male,Medium Risk
70,56,58,26,44,Paid,Male,Medium Risk
51,37,40,32,65,Paid,Male,Medium Risk
64,66,81,53,79,Paid,Female,Low Risk
66,57,49,51,48,Unpaid,Male,Medium Risk
38,53,53,44,34,Paid,Female,High Risk
43,36,32,24,29,Paid,Female,High Risk
68,57,61,49,49,Paid,Male,Low Risk
63,56,41,41,35,Paid,Male,Medium Risk
53,45,45,46,41,Paid,Female,Medium Risk
46,67,67,49,63,Paid,Female,Medium Risk
71,63,64,56,59,Unpaid,Female,Medium Risk
56,50,57,65,57,Paid,Male,Medium Risk
46,39,43,38,29,Unpaid,Male,High Risk
90,66,54,61,54,Paid,Female,Low Risk
62,67,53,66,43,Paid,Female,Medium Risk
45,49,53,52,54,Unpaid,Male,High Risk
58,35,46,45,65,Paid,Male,Medium Risk
64,54,53,61,33,Paid,Female,Low Risk
35,37,58,42,72,Paid,Male,High Risk
42,40,41,48,41,Unpaid,Male,High Risk
59,55,46,38,51,Paid,Female,Medium Risk
31,43,33,52,31,Unpaid,Male,High Risk
67,55,49,48,64,Paid,Male,Low Risk
56,60,65,50,65,Paid,Male,Low Risk
60,62,44,54,43,Paid,Male,Medium Risk
78,58,64,49,56,Unpaid,Female,Medium Risk
61,59,48,51,51,Paid,Male,Medium Risk
67,50,44,42,39,Paid,Male,Medium Risk
62,74,64,73,55,Paid,Female,Low Risk
58,48,55,42,65,Unpaid,Female,High Risk
70,59,60,50,66,Unpaid,Female,Medium Risk
43,44,47,59,57,Paid,Male,Medium Risk
55,59,64,65,70,Paid,Male,Low Risk
51,56,76,61,79,Paid,Male,Low Risk
55,70,65,58,50,Paid,Male,Low Risk
60,76,68,75,51,Paid,Male,Low Risk
57,52,48,43,38,Paid,Male,Medium Risk
79,62,55,62,54,Paid,Female,Low Risk
50,57,59,42,47,Paid,Male,Medium Risk
73,60,40,63,61,Paid,Male,Low Risk
51,52,52,48,34,Paid,Female,Medium Risk
11,27,36,22,45,Paid,Female,High Risk
81,76,65,86,76,Paid,Male,Low Risk
78,70,66,56,49,Unpaid,Female,Low Risk
61,59,45,67,44,Unpaid,Female,Medium Risk
61,65,40,65,34,Unpaid,Male,High Risk
56,53,43,54,41,Unpaid,Female,High Risk
42,46,52,43,31,Unpaid,Female,High Risk
51,54,49,56,37,Unpaid,Male,High Risk
46,56,61,52,64,Unpaid,Male,Medium Risk
50,56,45,33,44,Paid,Male,Medium Risk
66,65,63,68,53,Paid,Male,Low Risk
54,72,47,61,49,Paid,Female,Low Risk
78,51,46,49,44,Paid,Female,Low Risk
59,54,40,57,49,Paid,Male,Medium Risk
66,49,55,54,54,Unpaid,Female,Medium Risk
55,52,50,65,69,Paid,Male,Medium Risk
61,42,46,45,55,Paid,Male,Medium Risk
71,63,50,73,55,Paid,Female,Low Risk
81,66,73,67,60,Unpaid,Male,Low Risk
42,53,45,47,46,Paid,Female,High Risk
47,72,65,65,58,Paid,Male,Low Risk
51,37,52,37,53,Unpaid,Female,High Risk
66,73,74,63,47,Paid,Female,Low Risk
41,48,36,40,33,Paid,Male,Medium Risk
64,69,49,62,57,Paid,Female,Low Risk
45,30,35,27,36,Paid,Female,High Risk
72,77,64,65,65,Unpaid,Male,Low Risk
72,83,67,82,64,Unpaid,Male,Low Risk
56,50,49,51,60,Unpaid,Female,High Risk
88,65,52,61,63,Paid,Male,Low Risk
57,65,72,76,64,Paid,Female,Low Risk
51,63,61,65,65,Paid,Female,Medium Risk
47,29,30,32,33,Unpaid,Male,High Risk
67,51,49,46,59,Unpaid,Female,Medium Risk
63,58,48,55,67,Paid,Male,Medium Risk
44,46,47,37,39,Unpaid,Male,High Risk
47,46,51,43,65,Paid,Female,High Risk
59,46,41,63,44,Paid,Female,Medium Risk
77,55,57,61,64,Paid,Male,Low Risk
59,49,52,67,54,Paid,Male,Medium Risk
80,77,78,82,85,Paid,Male,Low Risk
71,56,59,58,47,Paid,Male,Low Risk
65,54,68,61,63,Paid,Female,Low Risk
77,71,61,58,57,Unpaid,Female,Medium Risk
76,79,77,89,92,Paid,Male,Low Risk
43,49,60,43,53,Unpaid,Male,High Risk
61,58,49,37,45,Paid,Male,Medium Risk
34,49,41,63,46,Paid,Female,High Risk
70,59,62,56,63,Paid,Female,Low Risk
63,66,52,55,47,Unpaid,Male,Medium Risk
86,66,44,64,55,Paid,Male,Low Risk
73,69,61,54,51,Paid,Female,Low Risk
54,49,48,50,52,Paid,Male,Medium Risk
38,51,55,43,57,Unpaid,Male,High Risk
31,39,28,52,44,Paid,Female,High Risk
66,64,59,59,73,Unpaid,Female,Medium Risk
60,70,68,47,61,Paid,Female,Low Risk
59,67,65,52,60,Unpaid,Male,Medium Risk
58,75,73,72,57,Paid,Male,Low Risk
42,66,66,64,55,Paid,Male,Medium Risk
35,44,34,46,31,Paid,Male,High Risk
48,43,58,50,51,Paid,Male,High Risk
68,60,50,48,72,Paid,Female,Low Risk
46,44,34,43,35,Unpaid,Female,High Risk
53,43,56,65,63,Paid,Male,Medium Risk
41,46,52,57,46,Paid,Female,High Risk
73,57,49,60,59,Unpaid,Male,Medium Risk
67,58,83,54,75,Paid,Male,Low Risk
48,49,55,63,61,Paid,Male,Medium Risk
79,74,59,74,67,Paid,Female,Low Risk
68,68,75,67,57,Unpaid,Female,Low Risk
43,58,61,62,63,Unpaid,Female,High Risk
51,53,47,48,61,Unpaid,Male,High Risk
80,61,65,45,53,Paid,Male,Low Risk
46,51,43,46,43,Paid,Female,Medium Risk
57,46,46,45,70,Paid,Female,Medium Risk
63,59,60,48,49,Paid,Male,Low Risk
61,71,74,72,61,Paid,Female,Low Risk
88,55,46,66,59,Paid,Female,Low Risk
79,60,49,44,47,Paid,Male,Low Risk
63,39,45,46,52,Paid,Female,Medium Risk
53,53,45,48,31,Unpaid,Male,High Risk
79,77,66,62,58,Paid,Female,Low Risk
63,57,52,52,53,Paid,Male,Low Risk
60,58,45,58,44,Paid,Female,Medium Risk
59,59,62,53,63,Paid,Female,Low Risk
69,66,56,61,63,Paid,Female,Low Risk
56,49,42,43,48,Paid,Female,Medium Risk
55,28,15,21,28,Unpaid,Female,High Risk
47,49,49,51,63,Paid,Male,Medium Risk
69,37,38,42,40,Paid,Male,Medium Risk
81,72,53,63,54,Paid,Female,Low Risk
41,54,73,34,49,Unpaid,Male,High Risk
77,58,52,61,47,Unpaid,Male,Medium Risk
59,52,40,45,43,Unpaid,Female,High Risk
68,64,62,64,55,Paid,Female,Low Risk
62,56,62,61,68,Paid,Female,Medium Risk
77,57,50,54,41,Unpaid,Female,Low Risk
49,43,38,37,39,Paid,Female,Medium Risk
40,50,50,49,57,Unpaid,Female,High Risk
58,73,70,58,58,Paid,Male,Low Risk
41,70,67,61,52,Paid,Male,Medium Risk
66,58,60,56,49,Unpaid,Male,Medium Risk
38,54,57,62,53,Unpaid,Female,High Risk
35,35,49,36,40,Unpaid,Female,High Risk
41,57,48,36,49,Unpaid,Male,High Risk
46,51,49,39,44,Unpaid,Male,High Risk
55,31,49,42,35,Paid,Male,Medium Risk
68,61,50,68,54,Paid,Female,Low Risk
87,66,63,57,56,Unpaid,Male,Low Risk
63,83,67,73,62,Paid,Female,Low Risk
55,51,50,69,63,Paid,Male,Medium Risk
59,60,56,44,53,Paid,Male,Low Risk
49,51,44,57,52,Paid,Male,Medium Risk
57,31,52,37,66,Paid,Male,Medium Risk
66,59,51,50,54,Paid,Male,Low Risk
69,57,49,33,50,Paid,Male,Medium Risk
35,36,31,33,28,Paid,Male,High Risk
29,43,47,50,42,Paid,Female,High Risk
59,73,55,70,56,Unpaid,Female,Low Risk
25,43,60,34,54,Unpaid,Male,High Risk
66,73,62,62,61,Paid,Female,Low Risk
23,35,37,60,52,Paid,Male,High Risk
69,74,44,55,52,Unpaid,Male,Medium Risk
33,35,62,39,45,Paid,Female,High Risk
29,38,53,40,58,Paid,Male,High Risk
54,63,64,60,48,Paid,Male,Low Risk
29,54,48,54,63,Paid,Female,High Risk
61,48,45,48,50,Paid,Female,Medium Risk
27,40,36,34,57,Paid,Female,High Risk
47,50,39,40,46,Paid,Male,Medium Risk
36,56,48,49,44,Paid,Male,High Risk
71,86,67,71,61,Paid,Male,Low Risk
49,52,45,55,53,Paid,Female,Medium Risk
47,67,55,71,52,Paid,Female,Medium Risk
56,57,56,57,43,Paid,Male,Medium Risk
56,59,47,52,26,Unpaid,Female,Medium Risk
48,46,50,40,59,Unpaid,Male,High Risk
40,46,47,54,52,Paid,Female,Medium Risk
44,31,47,23,41,Unpaid,Female,High Risk
44,47,42,38,39,Unpaid,Female,High Risk
49,50,61,63,58,Paid,Male,Medium Risk
56,60,61,58,50,Paid,Female,Low Risk
55,38,19,30,30,Paid,Male,High Risk
51,53,59,57,58,Paid,Male,Medium Risk
57,55,67,44,49,Paid,Female,Low Risk
56,48,32,37,45,Paid,Male,Medium Risk
54,59,45,54,43,Paid,Female,Medium Risk
85,63,63,43,59,Unpaid,Male,Low Risk
40,50,40,44,61,Paid,Male,High Risk
57,30,40,30,42,Paid,Male,High Risk
40,33,34,48,40,Paid,Male,High Risk
51,26,33,30,22,Unpaid,Female,High Risk
68,65,62,58,53,Unpaid,Male,Low Risk
38,52,55,57,64,Paid,Female,Medium Risk
48,61,60,66,73,Paid,Male,Low Risk
68,47,41,54,53,Paid,Female,Medium Risk
57,44,48,31,36,Paid,Male,Medium Risk
51,53,47,43,36,Unpaid,Female,High Risk
44,53,58,42,41,Paid,Female,High Risk
57,62,52,63,48,Paid,Male,Low Risk
57,57,63,42,37,Paid,Male,Medium Risk
56,51,62,48,56,Paid,Male,Medium Risk
64,62,69,63,76,Paid,Male,Low Risk
75,86,68,71,47,Paid,Female,Low Risk
53,65,46,53,59,Paid,Male,Medium Risk
55,67,57,65,48,Unpaid,Female,Medium Risk
49,52,48,50,42,Paid,Female,Medium Risk
72,79,78,68,66,Unpaid,Female,Low Risk
71,80,63,77,55,Unpaid,Female,Low Risk
55,52,62,43,41,Paid,Female,Medium Risk
54,66,57,64,69,Unpaid,Male,Medium Risk
25,67,52,61,39,Unpaid,Male,High Risk
45,40,28,38,53,Paid,Female,High Risk
39,42,55,43,57,Paid,Female,Medium Risk
61,57,52,45,50,Unpaid,Female,Medium Risk
72,58,57,47,48,Paid,Male,Low Risk
30,45,49,47,44,Paid,Male,High Risk
72,48,44,51,46,Paid,Female,Low Risk
63,59,57,47,66,Paid,Female,Low Risk
27,47,59,36,54,Paid,Male,Medium Risk
51,63,51,75,65,Paid,Female,Medium Risk
50,58,61,57,55,Unpaid,Female,Medium Risk
49,47,48,52,52,Unpaid,Male,High Risk
53,51,49,51,65,Unpaid,Male,Medium Risk
45,62,49,60,56,Paid,Female,Medium Risk
61,47,41,43,35,Unpaid,Female,High Risk
56,41,50,37,57,Paid,Male,Medium Risk
63,58,53,47,44,Paid,Male,Medium Risk
46,49,49,66,72,Paid,Female,Medium Risk
46,38,52,39,42,Paid,Male,Medium Risk
38,43,43,43,49,Paid,Male,Medium Risk
31,39,45,33,64,Unpaid,Male,High Risk
53,64,54,66,64,Unpaid,Female,Medium Risk
74,60,51,62,60,Paid,Male,Low Risk
51,53,54,46,54,Paid,Male,Medium Risk
36,45,39,38,51,Unpaid,Female,High Risk
57,65,71,49,64,Paid,Female,Low Risk
46,53,45,46,56,Paid,Female,Medium Risk
70,51,55,43,41,Paid,Male,Low Risk
38,39,46,33,45,Paid,Female,High Risk
57,61,59,63,55,Paid,Female,Low Risk
65,51,43,49,32,Paid,Female,Medium Risk
65,55,55,63,71,Unpaid,Male,Medium Risk
39,48,50,38,47,Unpaid,Male,High Risk
42,46,44,38,34,Paid,Male,High Risk
59,65,49,44,53,Paid,Female,Low Risk
61,62,55,50,49,Paid,Male,Low Risk
45,43,45,42,41,Paid,Female,High Risk
76,68,62,50,45,Unpaid,Male,Medium Risk
47,44,52,36,47,Paid,Female,High Risk
55,64,55,63,58,Paid,Female,Low Risk
45,57,67,44,59,Paid,Male,High Risk
58,45,55,28,28,Unpaid,Male,High Risk
62,48,39,44,50,Unpaid,Male,High Risk
46,54,51,52,46,Unpaid,Female,High Risk
60,63,60,47,42,Unpaid,Male,High Risk
44,59,53,64,72,Paid,Male,Medium Risk
72,62,71,57,70,Paid,Male,Low Risk
32,52,47,38,51,Unpaid,Male,High Risk
43,45,44,31,49,Paid,Female,High Risk
67,57,52,43,44,Paid,Male,Low Risk
54,50,49,37,54,Unpaid,Male,Medium Risk
50,65,44,45,59,Unpaid,Male,High Risk
22,33,22,31,26,Paid,Female,High Risk
52,44,45,31,40,Unpaid,Male,High Risk
40,48,50,55,53,Paid,Female,Medium Risk
38,41,29,49,45,Paid,Female,High Risk
49,50,43,49,52,Paid,Female,Medium Risk
45,43,51,55,55,Paid,Female,Medium Risk
57,63,55,69,52,Paid,Female,Medium Risk
79,45,51,46,48,Paid,Female,Low Risk
44,44,46,39,24,Paid,Male,Medium Risk
52,54,54,55,50,Paid,Female,Medium Risk
57,57,74,38,42,Paid,Male,Medium Risk
57,63,60,66,51,Paid,Male,Low Risk
67,55,42,50,34,Paid,Male,Low Risk
52,49,49,37,35,Paid,Female,High Risk
61,72,54,64,53,Unpaid,Male,Medium Risk
90,82,62,64,63,Unpaid,Male,Low Risk
38,58,71,36,45,Paid,Male,Medium Risk
53,41,39,29,23,Unpaid,Female,High Risk
48,41,49,40,51,Paid,Female,High Risk
61,59,48,45,48,Paid,Male,Medium Risk
83,78,72,69,71,Paid,Female,Low Risk
61,45,40,36,50,Paid,Female,Medium Risk
41,48,49,38,44,Paid,Female,Medium Risk
60,58,37,62,48,Paid,Female,Medium Risk
67,50,25,48,43,Paid,Male,Low Risk
82,46,38,41,43,Paid,Female,Low Risk
50,46,67,36,50,Unpaid,Female,High Risk
57,55,60,61,62,Paid,Male,Low Risk
22,27,32,41,64,Unpaid,Female,High Risk
53,41,50,32,47,Unpaid,Male,High Risk
56,49,46,42,58,Paid,Female,Medium Risk
70,74,63,65,61,Unpaid,Male,Low Risk
49,31,45,43,53,Paid,Male,High Risk
58,39,41,37,38,Paid,Male,Medium Risk
80,68,58,54,53,Paid,Female,Low Risk
25,48,42,57,64,Paid,Male,High Risk
27,35,35,43,37,Paid,Male,High Risk
17,25,24,34,47,Paid,Male,High Risk
45,55,56,46,45,Paid,Female,Medium Risk
46,36,57,42,51,Paid,Male,High Risk
43,48,39,43,47,Unpaid,Female,High Risk
41,63,54,48,53,Paid,Male,Medium Risk
49,54,50,38,59,Paid,Male,Medium Risk
61,70,73,59,85,Unpaid,Male,Low Risk
45,46,46,52,44,Unpaid,Female,High Risk
57,41,57,57,72,Unpaid,Female,Medium Risk
61,52,54,49,46,Unpaid,Female,Medium Risk
34,36,44,32,37,Unpaid,Male,High Risk
64,80,74,67,73,Unpaid,Female,Low Risk
41,29,27,34,36,Paid,Female,High Risk
77,77,63,88,78,Unpaid,Female,Low Risk
50,51,47,51,34,Paid,Male,Medium Risk
30,31,46,51,42,Unpaid,Male,High Risk
70,76,69,57,62,Paid,Male,Low Risk
55,48,59,57,51,Paid,Female,Medium Risk
